name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,gender
Dennis Buzukja,The Great,8,4,0,175.26,65.77,177.8,Switch,00:00.0,3.3,43,4.93,40,0.98,30,73,3.3,Male
Adlan Amagov,Borz,14,2,1,187.96,77.11,193.04,Orthodox,00:00.0,3.29,47,0.82,78,5.84,56,100,3.29,Male
Vince Cachero,The Anomaly,7,4,0,167.64,65.77,172.72,Orthodox,00:00.0,3.29,45,6.51,43,0.0,0,18,3.29,Male
Kwan Ho Kwak,,9,2,0,165.1,61.23,,Switch,00:00.0,3.29,41,3.45,47,0.78,100,26,3.29,Male
Aleksei Oleinik,The Boa Constrictor,60,17,1,187.96,108.86,203.2,Orthodox,00:00.0,3.29,48,3.8,44,1.82,46,37,3.29,Male
Josh Neer,The Dentist,36,16,1,180.34,77.11,182.88,Orthodox,00:00.0,3.29,46,3.63,58,1.09,34,46,3.29,Male
Danny Abbadi,The Assassin,4,6,0,180.34,70.31,,Orthodox,00:00.0,3.29,38,4.41,57,0.0,0,77,3.29,Male
Jordan Parsons,Pretty Boy,11,2,0,175.26,65.77,,,,3.29,40,2.37,60,1.54,21,50,3.29,Male
Johnny Rees,The Hater Hurter,13,5,0,182.88,77.11,,Orthodox,00:00.0,3.29,64,0.84,47,1.15,25,50,3.29,Male
Clay Harvison,Bushwacker,13,6,0,185.42,77.11,187.96,Orthodox,00:00.0,3.29,48,3.91,58,0.66,100,68,3.29,Male
Paul Buentello,The Headhunter,35,17,0,187.96,111.13,195.58,Orthodox,00:00.0,3.29,45,3.83,52,0.19,33,39,3.29,Male
Trevor Smith,Hot Sauce,15,10,0,190.5,83.91,190.5,Orthodox,00:00.0,3.29,55,3.31,51,1.7,32,60,3.29,Male
Dwight Grant,The Body Snatcher,11,6,0,185.42,83.91,193.04,Switch,00:00.0,3.29,36,2.66,60,0.61,100,66,3.29,Male
Tomasz Drwal,Gorilla,21,5,1,185.42,92.99,193.04,Orthodox,00:00.0,3.29,38,2.26,57,3.55,60,82,3.29,Male
Valentina Shevchenko,Bullet,23,4,1,165.1,56.7,167.64,Southpaw,00:00.0,3.28,52,2.11,62,2.56,63,71,3.28,Female
Brian Stann,All American,12,6,0,185.42,92.99,187.96,Orthodox,00:00.0,3.28,42,2.65,59,0.12,12,60,3.28,Male
Michael Kuiper,,15,5,0,182.88,83.91,185.42,Orthodox,00:00.0,3.28,54,3.62,54,2.3,55,79,3.28,Male
Maurice Greene,The Crochet Boss,9,7,0,200.66,117.03,203.2,Orthodox,00:00.0,3.28,45,3.61,45,0.0,0,27,3.28,Male
Modestas Bukauskas,The Baltic Gladiator,15,6,0,190.5,92.99,198.12,Switch,00:00.0,3.28,41,3.87,50,0.0,0,71,3.28,Male
Roque Martinez,,15,8,2,177.8,113.4,182.88,Orthodox,00:00.0,3.28,53,4.9,56,0.38,50,53,3.28,Male
Sam Alvey,Smile'N,33,18,1,187.96,83.91,190.5,Southpaw,00:00.0,3.28,44,3.63,52,0.06,14,82,3.28,Male
Dustin Joynson,,5,0,0,198.12,110.68,198.12,Orthodox,00:00.0,3.28,53,5.63,47,0.0,0,0,3.28,Male
Eric Irvin,,11,4,0,172.72,70.31,,,,3.27,42,4.47,36,4.0,30,33,3.27,Male
Victoria Leonardo,Fury,9,6,0,165.1,56.7,162.56,Orthodox,00:00.0,3.27,39,4.7,46,1.6,27,71,3.27,Female
Jake Matthews,The Celtic Kid,19,6,0,180.34,77.11,185.42,Orthodox,00:00.0,3.27,45,2.33,60,1.71,41,61,3.27,Male
Toby Misech,2 Quick,9,5,0,172.72,65.77,,Southpaw,00:00.0,3.27,40,7.73,46,0.0,0,0,3.27,Male
Juan Andres Luna,,12,1,0,170.18,56.7,182.88,Orthodox,00:00.0,3.27,31,3.0,65,0.0,0,0,3.27,Male
Razak Al-Hassan,,13,5,0,187.96,92.99,,Orthodox,00:00.0,3.27,39,3.14,60,0.65,14,57,3.27,Male
Guilherme Vasconcelos,Bomba,9,4,0,182.88,83.91,,Orthodox,00:00.0,3.27,29,4.4,70,0.0,0,0,3.27,Male
Sam Spengler,The Ram,9,5,0,180.34,83.91,,Orthodox,,3.27,62,3.27,54,1.75,11,75,3.27,Male
Maxim Grishin,Maximus,32,10,2,190.5,92.99,198.12,Orthodox,00:00.0,3.26,52,2.27,58,0.21,16,66,3.26,Male
Viscardi Andrade,,19,6,0,180.34,77.11,190.5,Orthodox,00:00.0,3.26,42,2.77,63,1.93,50,66,3.26,Male
Teruto Ishihara,Yashabo,10,7,2,170.18,61.23,175.26,Southpaw,00:00.0,3.26,44,3.63,53,0.5,16,30,3.26,Male
Jake Hecht,Hitman,11,4,0,182.88,77.11,185.42,Orthodox,00:00.0,3.26,47,2.76,56,2.04,37,40,3.26,Male
Anthony Johnson,Rumble,22,6,0,187.96,92.99,198.12,Orthodox,00:00.0,3.25,47,1.83,60,2.43,57,77,3.25,Male
Warlley Alves,,15,7,0,180.34,83.91,182.88,Orthodox,00:00.0,3.25,48,4.21,50,1.35,50,80,3.25,Male
Akira Corassani,,12,6,0,172.72,65.77,172.72,Orthodox,00:00.0,3.25,45,4.91,50,0.7,28,86,3.25,Male
Keith Jardine,The Dean of Mean,17,11,2,187.96,83.91,193.04,Orthodox,00:00.0,3.25,36,2.98,59,1.18,45,62,3.25,Male
Blagoy Ivanov,Baga,19,6,0,180.34,113.4,185.42,Southpaw,00:00.0,3.25,40,4.2,53,0.69,40,61,3.25,Male
Quinton Jackson,Rampage,37,12,0,185.42,92.99,185.42,Orthodox,00:00.0,3.25,54,2.51,55,1.52,56,73,3.25,Male
Ian Heinisch,The Hurricane,14,5,0,180.34,83.91,182.88,Orthodox,00:00.0,3.25,50,2.98,59,1.02,17,59,3.25,Male
David Michaud,BullDawg,11,3,0,175.26,70.31,,Orthodox,00:00.0,3.25,43,4.45,54,2.53,58,77,3.25,Male
Jenna Castillo,,1,0,0,157.48,56.7,,,,3.24,56,2.01,57,1.68,100,100,3.24,Male
Matt Hobar,The Crowbar,9,3,0,177.8,61.23,177.8,Southpaw,00:00.0,3.23,42,4.27,52,3.66,44,50,3.23,Male
Shinsho Anzai,Animal,10,3,0,170.18,77.11,177.8,Orthodox,00:00.0,3.23,58,3.75,45,1.83,16,75,3.23,Male
Jesus Pinedo,El Mudo,16,5,1,177.8,70.31,,Southpaw,00:00.0,3.23,38,4.37,52,2.5,100,100,3.23,Male
James Terry,Intensity,19,9,0,177.8,77.11,,Orthodox,00:00.0,3.23,32,4.77,64,3.31,36,75,3.23,Male
Ben Saunders,Killa B,22,13,2,187.96,77.11,195.58,Orthodox,00:00.0,3.23,50,3.58,51,0.2,40,66,3.23,Male
Armando Villarreal,La Lumbre,5,2,0,170.18,61.23,167.64,Southpaw,00:00.0,3.23,55,4.3,52,3.23,25,0,3.23,Male
Alberto Mina,Soldier of God,13,1,0,182.88,77.11,195.58,Orthodox,00:00.0,3.23,38,3.7,47,1.85,20,50,3.23,Male
Kyle Noke,,22,10,1,185.42,77.11,193.04,Southpaw,00:00.0,3.23,50,2.09,64,1.53,54,66,3.23,Male
Tatsuro Taira,,14,0,0,170.18,56.7,177.8,Orthodox,00:00.0,3.23,69,1.26,47,2.41,41,60,3.23,Male
Uriah Hall,Prime Time,18,11,0,182.88,83.91,200.66,Orthodox,00:00.0,3.23,48,3.85,54,0.54,38,64,3.23,Male
Raphael Assuncao,,28,10,0,165.1,61.23,167.64,Orthodox,00:00.0,3.22,42,2.5,66,1.65,39,78,3.22,Male
Kyle Daukaus,,11,4,0,190.5,83.91,193.04,Southpaw,00:00.0,3.22,52,2.94,42,2.12,25,82,3.22,Male
Josh Stansbury,The Sandman,4,8,0,187.96,92.99,187.96,Orthodox,00:00.0,3.22,54,3.54,54,0.0,0,87,3.22,Male
Martin Kampmann,The Hitman,20,7,0,182.88,77.11,182.88,Orthodox,00:00.0,3.22,42,3.28,62,1.86,41,78,3.22,Male
Joby Sanchez,,11,4,0,167.64,61.23,172.72,Orthodox,00:00.0,3.22,36,2.82,63,0.95,71,51,3.22,Male
Ron Stallings,The Choir Boy,14,8,0,187.96,77.11,190.5,Southpaw,00:00.0,3.22,60,3.26,51,0.0,0,71,3.22,Male
Kamuela Kirk,The Jawaiian,12,6,0,177.8,70.31,190.5,Switch,00:00.0,3.22,50,5.87,40,1.5,26,47,3.22,Male
Paul Kelly,,14,5,0,175.26,70.31,177.8,Orthodox,00:00.0,3.22,37,2.61,59,1.34,60,30,3.22,Male
Kenneth Seegrist,,4,7,0,182.88,83.91,,Orthodox,,3.21,66,1.28,0,0.0,0,40,3.21,Male
Steven Siler,Super,29,16,0,180.34,65.77,177.8,Orthodox,00:00.0,3.21,41,2.96,54,0.47,21,55,3.21,Male
Allan Nascimento,Puro Osso,20,6,0,172.72,56.7,175.26,Orthodox,00:00.0,3.21,61,2.28,50,1.55,26,16,3.21,Male
Greg Soto,,9,4,0,180.34,77.11,185.42,Orthodox,00:00.0,3.21,63,2.61,52,1.49,27,44,3.21,Male
Jason Lambert,The Punisher,26,13,0,190.5,83.91,190.5,Orthodox,00:00.0,3.21,58,1.84,50,1.35,36,28,3.21,Male
Ricardo Ramos,,16,5,0,175.26,65.77,182.88,Orthodox,00:00.0,3.21,37,3.78,57,2.79,59,72,3.21,Male
Holly Holm,The Preacher's Daughter,15,6,0,172.72,61.23,175.26,Southpaw,00:00.0,3.21,40,2.79,56,0.9,30,78,3.21,Female
Jerome Rivera,Renegade,10,6,0,177.8,56.7,182.88,Southpaw,00:00.0,3.21,33,2.6,51,0.0,0,40,3.21,Male
Felicia Spencer,FeeNom,9,3,0,167.64,65.77,172.72,Orthodox,00:00.0,3.21,48,4.54,45,1.18,18,27,3.21,Female
Mike de la Torre,El Cucuy,14,7,0,180.34,65.77,180.34,Orthodox,00:00.0,3.21,39,4.75,51,0.36,16,83,3.21,Male
Achilles Estremadura,,7,1,0,177.8,70.31,172.72,Orthodox,00:00.0,3.2,43,3.27,70,0.0,0,0,3.2,Male
Kyle Prepolec,,12,7,0,177.8,77.11,177.8,Southpaw,00:00.0,3.2,34,4.7,54,0.0,0,40,3.2,Male
Mike Rhodes,Biggie,10,5,0,185.42,77.11,187.96,Orthodox,00:00.0,3.2,39,4.13,64,0.96,33,75,3.2,Male
Caolan Loughran,The Don,8,1,0,167.64,61.23,172.72,Orthodox,00:00.0,3.2,36,5.6,48,2.0,18,0,3.2,Male
Veta Arteaga,,3,1,0,170.18,56.7,,,,3.2,36,1.92,65,0.0,0,40,3.2,Male
Tateki Matsuda,Tech,13,8,0,170.18,56.7,,Orthodox,00:00.0,3.2,34,3.43,69,0.0,0,16,3.2,Male
Chris Clements,The Menace,12,6,0,177.8,77.11,177.8,Orthodox,00:00.0,3.2,49,2.37,44,0.0,0,32,3.2,Male
Marco Tulio,Matuto,10,1,0,182.88,83.91,187.96,Orthodox,00:00.0,3.2,48,2.2,52,2.0,25,0,3.2,Male
Josh Barnett,The Warmaster,35,8,0,190.5,113.4,198.12,Orthodox,00:00.0,3.2,50,2.11,57,1.26,55,55,3.2,Male
Marion Reneau,The Belizean Bruiser,9,8,1,167.64,61.23,172.72,Orthodox,00:00.0,3.2,41,3.52,59,0.62,63,50,3.2,Female
John Dodson,The Magician,22,12,0,160.02,61.23,167.64,Orthodox,00:00.0,3.2,40,3.58,61,0.71,28,82,3.2,Male
Jose Maria,No Chance,37,7,0,165.1,56.7,,Orthodox,00:00.0,3.2,53,3.98,52,2.32,27,33,3.2,Male
Bob Sapp,The Beast,11,20,0,195.58,158.76,,Orthodox,00:00.0,3.19,55,1.88,49,0.58,100,72,3.19,Male
Jim Wallhead,Judo,29,11,0,177.8,77.11,,Orthodox,00:00.0,3.19,26,6.65,49,0.0,0,100,3.19,Male
Polyana Viana,Dama de Ferro,13,6,0,165.1,52.16,170.18,Orthodox,00:00.0,3.19,41,2.63,55,0.93,33,43,3.19,Female
Sim Kai Xiong,Kobra,5,1,0,165.1,56.7,167.64,Orthodox,00:00.0,3.19,63,4.56,47,6.84,28,0,3.19,Male
Reuben Duran,,11,7,1,170.18,61.23,180.34,Orthodox,00:00.0,3.19,49,2.61,50,0.98,23,25,3.19,Male
Hiroyuki Takaya,Streetfight Bancho,21,14,2,167.64,63.05,,Orthodox,00:00.0,3.18,33,3.16,60,0.9,45,66,3.18,Male
Fedor Emelianenko,The Last Emperor,36,5,0,182.88,104.33,187.96,Orthodox,00:00.0,3.18,51,1.0,63,2.0,63,82,3.18,Male
Yuri Villefort,,10,5,0,182.88,77.11,185.42,Orthodox,00:00.0,3.18,43,5.42,55,2.0,35,40,3.18,Male
Steve Mann,,12,5,0,185.42,77.11,,,,3.18,70,0.66,57,1.64,100,60,3.18,Male
Sean Soriano,,14,8,0,175.26,65.77,177.8,Orthodox,00:00.0,3.18,61,2.14,56,1.33,55,52,3.18,Male
Shanna Young,The Shanimal,9,6,0,170.18,56.7,165.1,Orthodox,00:00.0,3.18,47,4.88,43,0.0,0,53,3.18,Female
Assu Almabayev,Zulfikar,18,2,0,162.56,56.7,165.1,Orthodox,00:00.0,3.18,65,0.49,77,3.67,40,0,3.18,Male
Danny Roberts,Hot Chocolate,18,8,0,185.42,77.11,187.96,Southpaw,00:00.0,3.18,39,3.73,50,0.24,9,57,3.18,Male
Julia Avila,Raging Panda,9,2,0,170.18,61.23,172.72,Orthodox,00:00.0,3.18,44,2.86,55,0.67,33,61,3.18,Female
Callan Potter,The Rockstar,18,9,0,182.88,77.11,182.88,Orthodox,00:00.0,3.18,50,4.72,58,3.29,66,100,3.18,Male
SangWon Kim,No Problem,10,6,1,175.26,65.77,175.26,Orthodox,00:00.0,3.18,57,3.73,58,0.69,25,72,3.18,Male
Sai Wang,The Fire Kylin,20,6,1,182.88,77.11,,Southpaw,00:00.0,3.17,46,2.27,53,0.0,0,77,3.17,Male
Ismail Naurdiev,The Austrian Wonderboy,19,4,0,177.8,77.11,187.96,Orthodox,00:00.0,3.17,52,1.3,68,1.25,71,70,3.17,Male
Zubaira Tukhugov,Warrior,20,6,1,172.72,70.31,172.72,Orthodox,00:00.0,3.17,39,3.07,63,2.13,39,100,3.17,Male
Anthony Adams,Sugafoot,8,2,0,185.42,83.91,193.04,Orthodox,00:00.0,3.17,41,5.93,44,0.0,0,0,3.17,Male
J.T Taylor,The Outlaw,7,7,0,177.8,,,,,3.17,80,3.7,26,3.96,100,0,3.17,Male
Matt Wiman,,16,10,0,177.8,70.31,172.72,Orthodox,00:00.0,3.17,50,3.57,51,2.13,37,56,3.17,Male
Jeremy Stephens,Lil' Heathen,28,19,0,175.26,65.77,180.34,Orthodox,00:00.0,3.17,40,3.05,58,1.16,38,65,3.17,Male
Brett Rogers,The Grim,17,10,0,195.58,120.2,205.74,Orthodox,00:00.0,3.17,44,3.2,46,0.0,0,58,3.17,Male
Spencer Fisher,The King,24,9,0,170.18,70.31,172.72,Southpaw,00:00.0,3.17,43,3.03,64,0.67,30,60,3.17,Male
Ho Bae Myeon,,13,5,1,180.34,76.2,,Orthodox,,3.16,16,3.16,83,0.0,0,0,3.16,Male
Hans Stringer,,22,8,3,190.5,92.99,,Orthodox,00:00.0,3.16,61,2.84,41,2.4,36,62,3.16,Male
Bo Cantrell,Redrum,10,10,0,187.96,106.59,,Orthodox,00:00.0,3.16,16,12.63,0,0.0,0,0,3.16,Male
Edgar Garcia,,14,5,0,177.8,77.11,180.34,Orthodox,00:00.0,3.16,29,4.23,60,2.21,57,50,3.16,Male
Julianna Pena,The Venezuelan Vixen,12,5,0,167.64,61.23,175.26,Orthodox,00:00.0,3.16,47,2.3,50,1.94,55,23,3.16,Female
Erik Perez,Goyito,17,6,0,172.72,61.23,172.72,Orthodox,00:00.0,3.16,40,2.09,66,3.16,55,69,3.16,Male
Val Woodburn,The Animal,7,1,0,172.72,83.91,187.96,Orthodox,00:00.0,3.16,22,11.05,30,0.0,0,100,3.16,Male
Jorge Rivera,El Conquistador,20,9,0,185.42,83.91,185.42,Orthodox,00:00.0,3.16,48,2.64,54,0.84,50,63,3.16,Male
JJ Ambrose,,28,7,0,177.8,77.11,,Orthodox,,3.16,69,6.32,33,0.0,0,50,3.16,Male
Anthony Smith,Lionheart,37,18,0,193.04,92.99,193.04,Orthodox,00:00.0,3.16,48,4.45,46,0.52,28,48,3.16,Male
Cale Yarbrough,,8,3,0,185.42,83.91,,Orthodox,00:00.0,3.16,27,10.0,72,0.0,0,0,3.16,Male
Vinicius Moreira,Mamute,9,5,0,193.04,92.99,193.04,Orthodox,00:00.0,3.15,59,5.07,43,1.97,18,0,3.15,Male
Nissen Osterneck,,12,4,0,187.96,83.91,,Orthodox,00:00.0,3.15,58,2.9,41,0.63,12,42,3.15,Male
Brian Camozzi,Mantis,7,5,0,187.96,77.11,198.12,Orthodox,00:00.0,3.15,26,6.39,54,0.0,0,0,3.15,Male
Viktoriia Dudakova,,8,0,0,165.1,52.16,170.18,Orthodox,00:00.0,3.14,52,2.45,50,2.45,41,50,3.14,Female
Besam Yousef,,7,4,0,180.34,77.11,,Orthodox,00:00.0,3.14,53,3.98,38,1.33,66,50,3.14,Male
Paul Daley,Semtex,39,15,2,175.26,77.11,193.04,Orthodox,00:00.0,3.14,47,2.37,60,0.91,40,64,3.14,Male
DeAnna Bennett,The Argentine Assassin,8,3,1,162.56,56.7,172.72,Orthodox,00:00.0,3.13,58,3.27,58,0.0,0,0,3.13,Female
Chase Gibson,El Guero,9,5,0,177.8,70.31,182.88,Orthodox,00:00.0,3.13,54,6.4,52,0.0,0,0,3.13,Male
Cameron Olson,Cap'n Crunch,7,3,0,185.42,92.99,190.5,Orthodox,00:00.0,3.13,47,2.2,57,3.0,42,100,3.13,Male
Mark De La Rosa,Bumblebee,11,5,0,167.64,61.23,165.1,Orthodox,00:00.0,3.13,35,5.0,48,0.54,13,40,3.13,Male
Matthew Lopez,,10,4,0,170.18,61.23,175.26,Southpaw,00:00.0,3.13,50,3.73,55,3.32,60,71,3.13,Male
Mehdi Baghdad,The Sultan,11,5,0,185.42,70.31,,Orthodox,00:00.0,3.13,30,4.56,46,0.0,0,33,3.13,Male
Jose Alday,Pochito,14,6,1,170.18,61.23,172.72,Orthodox,00:00.0,3.13,44,3.13,58,0.0,0,57,3.13,Male
Ricardo Lamas,The Bully,20,8,0,172.72,65.77,180.34,Orthodox,00:00.0,3.13,47,2.87,57,1.84,33,46,3.13,Male
Chuck O'Neil,Cold Steel,17,9,0,187.96,77.11,,,,3.13,37,4.4,72,0.0,0,0,3.13,Male
Cody Durden,,16,4,1,170.18,56.7,170.18,Southpaw,00:00.0,3.13,49,2.94,52,5.41,50,80,3.13,Male
Isis Verbeek,Fight Queen,5,2,0,162.56,52.16,162.56,Orthodox,00:00.0,3.13,43,3.53,53,0.0,0,66,3.13,Male
Cory Hendricks,,3,1,0,190.5,92.99,,Switch,00:00.0,3.13,39,4.07,42,0.0,0,100,3.13,Male
Nadia Kassem,,5,2,0,165.1,56.7,167.64,Southpaw,00:00.0,3.13,41,4.48,48,0.46,33,40,3.13,Female
Cindy Dandois,Battlecat,8,3,0,170.18,61.23,,Orthodox,00:00.0,3.13,32,3.4,58,5.0,55,0,3.13,Female
Estefani Almeida,,7,3,0,162.56,56.7,,Orthodox,00:00.0,3.13,37,6.07,42,0.0,0,0,3.13,Male
Eddie Yagin,The Filipino Phenom,16,7,1,170.18,65.77,,Orthodox,00:00.0,3.13,30,5.77,42,0.0,0,62,3.13,Male
Francisco Trinaldo,Massaranduba,28,9,0,175.26,77.11,177.8,Southpaw,00:00.0,3.13,45,2.67,60,0.98,42,60,3.13,Male
Mark Munoz,The Filipino Wrecking Machine,14,6,0,182.88,83.91,180.34,Orthodox,00:00.0,3.12,51,2.26,57,3.17,29,57,3.12,Male
Dhiego Lima,,17,9,0,187.96,77.11,190.5,Orthodox,00:00.0,3.12,39,3.88,58,1.26,34,73,3.12,Male
Talita Bernardo,,6,4,0,162.56,61.23,172.72,Orthodox,00:00.0,3.12,42,4.04,55,1.62,22,28,3.12,Female
Blood Diamond,,3,3,0,180.34,77.11,193.04,Switch,00:00.0,3.12,55,2.17,48,0.0,0,73,3.12,Male
Ryan Jimmo,The Big Deal,19,5,0,185.42,92.99,185.42,Orthodox,00:00.0,3.12,66,2.77,46,0.45,28,87,3.12,Male
Jamal Pogues,,10,4,0,190.5,92.99,195.58,Orthodox,00:00.0,3.12,42,4.25,52,3.0,48,66,3.12,Male
Chelsea Chandler,,5,2,0,172.72,65.77,172.72,Southpaw,00:00.0,3.12,45,3.06,42,0.78,33,33,3.12,Female
Christian Wellisch,The Hungarian Nightmare,8,5,0,187.96,106.14,195.58,Orthodox,00:00.0,3.12,27,3.04,56,1.22,42,45,3.12,Male
Stefan Struve,Skyscraper,33,13,0,210.82,120.2,213.36,Orthodox,00:00.0,3.12,47,4.04,46,0.56,46,55,3.12,Male
Tyson Pedro,,10,4,0,190.5,92.99,200.66,Orthodox,00:00.0,3.11,61,2.53,54,0.94,36,52,3.11,Male
Jamie Colleen,,4,1,0,160.02,52.16,165.1,Orthodox,00:00.0,3.11,61,5.66,33,0.52,33,50,3.11,Male
Daniel Gallemore,Big Kansas,7,3,0,195.58,120.2,,,,3.1,41,6.0,52,0.0,0,0,3.1,Male
Bobby Lashley,,15,2,0,190.5,115.67,198.12,Orthodox,00:00.0,3.1,63,0.76,63,11.47,70,0,3.1,Male
Rafael Natal,Sapo,21,9,1,182.88,83.91,195.58,Orthodox,00:00.0,3.1,47,2.48,57,2.55,34,77,3.1,Male
Vitor Vianna,,12,3,1,,92.99,,Orthodox,,3.1,30,8.28,52,0.0,0,0,3.1,Male
Dylan Potter,Big Poppa,10,6,0,187.96,102.06,195.58,Switch,00:00.0,3.1,48,5.78,46,0.0,0,33,3.1,Male
Aaron Jeffery,,10,3,0,187.96,83.91,185.42,Orthodox,00:00.0,3.1,45,4.46,34,0.0,0,50,3.1,Male
Yoshihiro Akiyama,,14,6,0,177.8,77.11,190.5,Orthodox,00:00.0,3.1,41,3.62,57,2.29,67,92,3.1,Male
Colin Fletcher,The Freakshow,14,8,0,187.96,70.31,,Orthodox,00:00.0,3.1,34,2.97,62,0.0,0,27,3.1,Male
Deiveson Figueiredo,Deus da Guerra,21,3,1,165.1,61.23,172.72,Orthodox,00:00.0,3.09,55,3.5,51,1.44,42,57,3.09,Male
Daniel Pineda,The Pit,28,15,0,170.18,65.77,175.26,Orthodox,00:00.0,3.09,49,3.18,46,1.71,25,48,3.09,Male
Rick Davis,The Flying Squirrel,3,1,1,175.26,70.31,,Orthodox,,3.09,50,6.19,64,0.0,0,0,3.09,Male
Daniel Omielanczuk,,19,8,1,182.88,112.04,187.96,Southpaw,00:00.0,3.09,57,3.29,47,0.56,26,68,3.09,Male
Jamie Yager,The Chosyn 1,8,4,0,185.42,83.91,,Orthodox,00:00.0,3.08,39,2.55,63,0.0,0,66,3.08,Male
Charles Rosa,Boston Strong,14,8,0,175.26,65.77,175.26,Switch,00:00.0,3.08,36,3.86,47,1.67,35,38,3.08,Male
Daniel Teymur,Kid Dynamite,7,4,0,165.1,65.77,175.26,Orthodox,00:00.0,3.08,46,3.93,56,0.56,18,60,3.08,Male
Chael Sonnen,,29,15,1,185.42,92.99,185.42,Southpaw,00:00.0,3.08,43,1.1,62,3.81,59,66,3.08,Male
Seth Baczynski,The Polish Pistola,20,14,0,190.5,77.11,190.5,Orthodox,00:00.0,3.08,31,3.14,51,0.89,16,48,3.08,Male
Yanal Ashmouz,Red Fox,7,1,0,175.26,70.31,172.72,Orthodox,00:00.0,3.08,42,5.35,59,0.92,50,50,3.08,Male
Mabelly Lima,,7,1,0,157.48,61.23,,Orthodox,00:00.0,3.07,63,5.67,44,0.0,0,100,3.07,Male
Tim Williams,The South Jersey Strangler,15,5,0,187.96,83.91,193.04,Orthodox,00:00.0,3.07,38,3.55,48,1.81,40,100,3.07,Male
Vitor Petrino,,10,0,0,187.96,92.99,195.58,Orthodox,00:00.0,3.07,48,2.65,43,4.15,70,68,3.07,Male
Eric Esch,Butterbean,15,10,1,180.34,158.76,,Orthodox,00:00.0,3.07,71,1.74,43,0.0,0,0,3.07,Male
Alonzo Martinez,Zo Diddy,42,20,1,177.8,70.31,,,,3.07,27,7.33,52,0.0,0,0,3.07,Male
Marcos Brigagao,Ironside,11,1,0,190.5,92.99,193.04,Southpaw,00:00.0,3.07,43,3.27,25,0.0,0,36,3.07,Male
Azat Maksum,Qazaq,17,0,0,170.18,56.7,177.8,Southpaw,00:00.0,3.07,24,5.4,61,2.0,18,0,3.07,Male
Dalcha Lungiambula,Champion,11,6,0,172.72,83.91,193.04,Orthodox,00:00.0,3.07,45,3.93,52,2.14,45,77,3.07,Male
Houston Alexander,The Assassin,17,15,1,182.88,92.99,182.88,Orthodox,00:00.0,3.06,54,3.2,52,1.19,57,33,3.06,Male
Patricky Freire,Pitbull,17,8,0,170.18,70.31,180.34,,,3.06,44,3.34,69,1.26,33,100,3.06,Male
Jason Gonzalez,Nicoya,11,5,0,187.96,70.31,187.96,Southpaw,00:00.0,3.06,39,3.13,58,0.0,0,30,3.06,Male
Norman Parke,Stormin',23,6,1,180.34,70.31,177.8,Southpaw,00:00.0,3.06,35,2.88,64,1.98,26,77,3.06,Male
Kamal Shalorus,Prince of Persia,9,5,2,172.72,70.31,172.72,Orthodox,00:00.0,3.06,32,2.99,70,2.07,50,80,3.06,Male
Leah Letson,Nidas,5,3,0,170.18,65.77,180.34,Southpaw,00:00.0,3.06,41,3.84,52,0.51,50,76,3.06,Female
Yves Jabouin,Tiger,20,11,0,170.18,61.23,172.72,Orthodox,00:00.0,3.06,41,2.93,62,1.94,60,82,3.06,Male
Roosevelt Roberts,The Predator,12,5,0,187.96,70.31,185.42,Orthodox,00:00.0,3.05,44,3.12,52,1.39,29,52,3.05,Male
Hugo Viana,Wolverine,8,4,0,167.64,61.23,170.18,Orthodox,00:00.0,3.05,38,3.2,57,0.22,6,50,3.05,Male
Bruno Silva,Bulldog,13,5,2,162.56,56.7,165.1,Orthodox,00:00.0,3.05,46,3.09,59,2.57,30,64,3.05,Male
John Albert,Prince,6,5,0,172.72,61.23,172.72,Orthodox,00:00.0,3.05,49,2.82,35,0.0,0,50,3.05,Male
Anthony Pettis,Showtime,24,10,0,177.8,70.31,182.88,Orthodox,00:00.0,3.05,47,3.44,54,0.61,50,60,3.05,Male
Ailin Perez,Fiona,8,2,0,165.1,61.23,167.64,Switch,00:00.0,3.05,55,1.08,60,6.63,61,75,3.05,Female
Ramsey Nijem,,9,6,0,180.34,70.31,190.5,Orthodox,00:00.0,3.05,44,1.62,62,5.32,62,55,3.05,Male
Evan Tanner,,32,8,0,182.88,83.91,187.96,Orthodox,00:00.0,3.05,59,2.64,56,2.55,43,25,3.05,Male
Darren Stewart,The Dentist,12,8,0,182.88,92.99,187.96,Orthodox,00:00.0,3.05,45,3.29,48,1.75,45,67,3.05,Male
Anderson Silva,The Spider,34,11,0,187.96,83.91,195.58,Southpaw,00:00.0,3.05,61,2.05,60,0.5,77,69,3.05,Male
Askar Askarov,Bullet,14,1,1,167.64,56.7,170.18,Orthodox,00:00.0,3.05,54,2.8,57,2.6,24,66,3.05,Male
Walt Harris,The Big Ticket,13,10,0,195.58,113.4,195.58,Southpaw,00:00.0,3.05,39,3.33,54,0.29,28,70,3.05,Male
Wellington Turman,The Prodigy,18,7,0,182.88,77.11,182.88,Orthodox,00:00.0,3.04,49,3.87,46,1.49,19,45,3.04,Male
